Distrito/Ilha,Concelho,Freguesia Pré RATF,Alteração RATF,Freguesia Final (Pós RATF)
Vila Real,Vila Real,Vila Real (São Pedro),Agregação,"União das freguesias de Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis)"
Viseu,Armamar,Aldeias,Sem alteração,Aldeias
Viseu,Armamar,Cimbres,Sem alteração,Cimbres
Viseu,Armamar,Folgosa,Sem alteração,Folgosa
Viseu,Armamar,Fontelo,Sem alteração,Fontelo
Viseu,Armamar,Queimada,Sem alteração,Queimada
Viseu,Armamar,Queimadela,Sem alteração,Queimadela
Viseu,Armamar,Santa Cruz,Sem alteração,Santa Cruz
Viseu,Armamar,São Cosmado,Sem alteração,São Cosmado
Viseu,Armamar,São Martinho das Chãs,Sem alteração,São Martinho das Chãs
Viseu,Armamar,Vacalar,Sem alteração,Vacalar
Viseu,Armamar,Armamar,Agregação,Armamar
Viseu,Armamar,Coura,Agregação,Armamar
Viseu,Armamar,Tões,Agregação,Armamar
Viseu,Armamar,Aricera,Agregação,União das freguesias de Aricera e Goujoim
Viseu,Armamar,Goujoim,Agregação,União das freguesias de Aricera e Goujoim
Viseu,Armamar,São Romão,Agregação,União das freguesias de São Romão e Santiago
Viseu,Armamar,Santiago,Agregação,União das freguesias de São Romão e Santiago
Viseu,Armamar,Vila Seca,Agregação,União das freguesias de Vila Seca e Santo Adrião
Viseu,Armamar,Santo Adrião,Agregação,União das freguesias de Vila Seca e Santo Adrião
Viseu,Carregal do Sal,Beijós,Sem alteração,Beijós
Viseu,Carregal do Sal,Cabanas de Viriato,Sem alteração,Cabanas de Viriato
Viseu,Carregal do Sal,Oliveira do Conde,Sem alteração,Oliveira do Conde
Viseu,Carregal do Sal,Parada,Sem alteração,Parada
Viseu,Carregal do Sal,Currelos,Agregação,"União das freguesias de Currelos, Papízios e Sobral"
Viseu,Carregal do Sal,Papízios,Agregação,"União das freguesias de Currelos, Papízios e Sobral"
Viseu,Carregal do Sal,Sobral,Agregação,"União das freguesias de Currelos, Papízios e Sobral"
Viseu,Castro Daire,Almofala,Sem alteração,Almofala
Viseu,Castro Daire,Cabril,Sem alteração,Cabril
Viseu,Castro Daire,Castro Daire,Sem alteração,Castro Daire
Viseu,Castro Daire,Cujó,Sem alteração,Cujó
Viseu,Castro Daire,Gosende,Sem alteração,Gosende
Viseu,Castro Daire,Mões,Sem alteração,Mões
Viseu,Castro Daire,Moledo,Sem alteração,Moledo
Viseu,Castro Daire,Monteiras,Sem alteração,Monteiras
Viseu,Castro Daire,Pepim,Sem alteração,Pepim
Viseu,Castro Daire,Pinheiro,Sem alteração,Pinheiro
Viseu,Castro Daire,São Joaninho,Sem alteração,São Joaninho
Viseu,Castro Daire,Mamouros,Agregação,"União das freguesias de Mamouros, Alva e Ribolhos"
Viseu,Castro Daire,Alva,Agregação,"União das freguesias de Mamouros, Alva e Ribolhos"
Viseu,Castro Daire,Ribolhos,Agregação,"União das freguesias de Mamouros, Alva e Ribolhos"
Viseu,Castro Daire,Mezio,Agregação,União das freguesias de Mezio e Moura Morta
Viseu,Castro Daire,Moura Morta,Agregação,União das freguesias de Mezio e Moura Morta
Viseu,Castro Daire,Parada de Ester,Agregação,União das freguesias de Parada de Ester e Ester
Viseu,Castro Daire,Ester,Agregação,União das freguesias de Parada de Ester e Ester
Viseu,Castro Daire,Picão,Agregação,União das freguesias de Picão e Ermida
Viseu,Castro Daire,Ermida,Agregação,União das freguesias de Picão e Ermida
Viseu,Castro Daire,Reriz,Agregação,União das freguesias de Reriz e Gafanhão
Viseu,Castro Daire,Gafanhão,Agregação,União das freguesias de Reriz e Gafanhão
Viseu,Cinfães,Cinfães,Sem alteração,Cinfães
Viseu,Cinfães,Espadanedo,Sem alteração,Espadanedo
Viseu,Cinfães,Ferreiros de Tendais,Sem alteração,Ferreiros de Tendais
Viseu,Cinfães,Fornelos,Sem alteração,Fornelos
Viseu,Cinfães,Moimenta,Sem alteração,Moimenta
Viseu,Cinfães,Nespereira,Sem alteração,Nespereira
Viseu,Cinfães,Oliveira do Douro,Sem alteração,Oliveira do Douro
Viseu,Cinfães,Santiago de Piães,Sem alteração,Santiago de Piães
Viseu,Cinfães,São Cristóvão de Nogueira,Sem alteração,São Cristóvão de Nogueira
Viseu,Cinfães,Souselo,Sem alteração,Souselo
Viseu,Cinfães,Tarouquela,Sem alteração,Tarouquela
Viseu,Cinfães,Tendais,Sem alteração,Tendais
Viseu,Cinfães,Travanca,Sem alteração,Travanca
Viseu,Cinfães,Gralheira,Agregação,"União das freguesias de Alhões, Bustelo, Gralheira e Ramires"
Viseu,Cinfães,Alhões,Agregação,"União das freguesias de Alhões, Bustelo, Gralheira e Ramires"
Viseu,Cinfães,Bustelo,Agregação,"União das freguesias de Alhões, Bustelo, Gralheira e Ramires"
Viseu,Cinfães,Ramires,Agregação,"União das freguesias de Alhões, Bustelo, Gralheira e Ramires"
Viseu,Lamego,Avões,Sem alteração,Avões
Viseu,Lamego,Britiande,Sem alteração,Britiande
Viseu,Lamego,Cambres,Sem alteração,Cambres
Viseu,Lamego,Ferreirim,Sem alteração,Ferreirim
Viseu,Lamego,Ferreiros de Avões,Sem alteração,Ferreiros de Avões
Viseu,Lamego,Figueira,Sem alteração,Figueira
Viseu,Lamego,Lalim,Sem alteração,Lalim
Viseu,Lamego,Lazarim,Sem alteração,Lazarim
Viseu,Lamego,Penajóia,Sem alteração,Penajóia
Viseu,Lamego,Penude,Sem alteração,Penude
Viseu,Lamego,Samodães,Sem alteração,Samodães
Viseu,Lamego,Sande,Sem alteração,Sande
Viseu,Lamego,Várzea de Abrunhais,Sem alteração,Várzea de Abrunhais
Viseu,Lamego,Vila Nova de Souto d' El-Rei,Sem alteração,Vila Nova de Souto d'El-Rei
Viseu,Lamego,Lamego (Almacave),Agregação,Lamego (Almacave e Sé)
Viseu,Lamego,Lamego (Sé),Agregação,Lamego (Almacave e Sé)
Viseu,Lamego,Magueija,Agregação,"União das freguesias de Bigorne, Magueija e Pretarouca"
Viseu,Lamego,Bigorne,Agregação,"União das freguesias de Bigorne, Magueija e Pretarouca"
Viseu,Lamego,Pretarouca,Agregação,"União das freguesias de Bigorne, Magueija e Pretarouca"
Viseu,Lamego,Cepões,Agregação,"União das freguesias de Cepões, Meijinhos e Melcões"
Viseu,Lamego,Meijinhos,Agregação,"União das freguesias de Cepões, Meijinhos e Melcões"
Viseu,Lamego,Melcões,Agregação,"União das freguesias de Cepões, Meijinhos e Melcões"
Viseu,Lamego,Valdigem,Agregação,União das freguesias de Parada do Bispo e Valdigem
Viseu,Lamego,Parada do Bispo,Agregação,União das freguesias de Parada do Bispo e Valdigem
Viseu,Mangualde,Abrunhosa-a-Velha,Sem alteração,Abrunhosa-a-Velha
Viseu,Mangualde,Alcafache,Sem alteração,Alcafache
Viseu,Mangualde,Cunha Baixa,Sem alteração,Cunha Baixa
Viseu,Mangualde,Espinho,Sem alteração,Espinho
Viseu,Mangualde,Fornos de Maceira Dão,Sem alteração,Fornos de Maceira Dão
Viseu,Mangualde,Freixiosa,Sem alteração,Freixiosa
Viseu,Mangualde,Quintela de Azurara,Sem alteração,Quintela de Azurara
Viseu,Mangualde,São João da Fresta,Sem alteração,São João da Fresta
Viseu,Mangualde,Mangualde,Agregação,"União das freguesias de Mangualde, Mesquitela e Cunha Alta"
Viseu,Mangualde,Mesquitela,Agregação,"União das freguesias de Mangualde, Mesquitela e Cunha Alta"
Viseu,Mangualde,Cunha Alta,Agregação,"União das freguesias de Mangualde, Mesquitela e Cunha Alta"
Viseu,Mangualde,Moimenta de Maceira Dão,Agregação,União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato
Viseu,Mangualde,Lobelhe do Mato,Agregação,União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato
Viseu,Mangualde,Santiago de Cassurrães,Agregação,União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
Viseu,Mangualde,Póvoa de Cervães,Agregação,União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
Viseu,Mangualde,Chãs de Tavares,Agregação,"União das freguesias de Tavares (Chãs, Várzea e Travanca)"
Viseu,Mangualde,Várzea de Tavares,Agregação,"União das freguesias de Tavares (Chãs, Várzea e Travanca)"
Viseu,Mangualde,Travanca de Tavares,Agregação,"União das freguesias de Tavares (Chãs, Várzea e Travanca)"
Viseu,Moimenta da Beira,Alvite,Sem alteração,Alvite
Viseu,Moimenta da Beira,Arcozelos,Sem alteração,Arcozelos
Viseu,Moimenta da Beira,Baldos,Sem alteração,Baldos
Viseu,Moimenta da Beira,Cabaços,Sem alteração,Cabaços
Viseu,Moimenta da Beira,Caria,Sem alteração,Caria
Viseu,Moimenta da Beira,Castelo,Sem alteração,Castelo
Viseu,Moimenta da Beira,Leomil,Sem alteração,Leomil
Viseu,Moimenta da Beira,Moimenta da Beira,Sem alteração,Moimenta da Beira
Viseu,Moimenta da Beira,Passô,Sem alteração,Passô
Viseu,Moimenta da Beira,Rua,Sem alteração,Rua
Viseu,Moimenta da Beira,Sarzedo,Sem alteração,Sarzedo
Viseu,Moimenta da Beira,Sever,Sem alteração,Sever
Viseu,Moimenta da Beira,Vilar,Sem alteração,Vilar
Viseu,Moimenta da Beira,Paradinha,Agregação,União das freguesias de Paradinha e Nagosa
Viseu,Moimenta da Beira,Nagosa,Agregação,União das freguesias de Paradinha e Nagosa
Viseu,Moimenta da Beira,Pêra Velha,Agregação,"União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz"
Viseu,Moimenta da Beira,Aldeia de Nacomba,Agregação,"União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz"
Viseu,Moimenta da Beira,Ariz,Agregação,"União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz"
Viseu,Moimenta da Beira,Peva,Agregação,União das freguesias de Peva e Segões
Viseu,Moimenta da Beira,Segões,Agregação,União das freguesias de Peva e Segões
Viseu,Mortágua,Cercosa,Sem alteração,Cercosa
Viseu,Mortágua,Espinho,Sem alteração,Espinho
Viseu,Mortágua,Marmeleira,Sem alteração,Marmeleira
Viseu,Mortágua,Pala,Sem alteração,Pala
Viseu,Mortágua,Sobral,Sem alteração,Sobral
Viseu,Mortágua,Trezói,Sem alteração,Trezói
Viseu,Mortágua,Mortágua,Agregação,"União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça"
Viseu,Mortágua,Vale de Remígio,Agregação,"União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça"
Viseu,Mortágua,Cortegaça,Agregação,"União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça"
Viseu,Mortágua,Almaça,Agregação,"União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça"
Viseu,Nelas,Canas de Senhorim,Sem alteração,Canas de Senhorim
Viseu,Nelas,Nelas,Sem alteração,Nelas
Viseu,Nelas,Senhorim,Sem alteração,Senhorim
Viseu,Nelas,Vilar Seco,Sem alteração,Vilar Seco
Viseu,Nelas,Lapa do Lobo,Sem alteração,Lapa do Lobo
Viseu,Nelas,Carvalhal Redondo,Agregação,União das freguesias de Carvalhal Redondo e Aguieira
Viseu,Nelas,Aguieira,Agregação,União das freguesias de Carvalhal Redondo e Aguieira
Viseu,Nelas,Santar,Agregação,União das freguesias de Santar e Moreira
Viseu,Nelas,Moreira,Agregação,União das freguesias de Santar e Moreira
Viseu,Oliveira de Frades,Arcozelo das Maias,Sem alteração,Arcozelo das Maias
Viseu,Oliveira de Frades,Pinheiro,Sem alteração,Pinheiro
Viseu,Oliveira de Frades,Ribeiradio,Sem alteração,Ribeiradio
Viseu,Oliveira de Frades,São João da Serra,Sem alteração,São João da Serra
Viseu,Oliveira de Frades,São Vicente de Lafões,Sem alteração,São Vicente de Lafões
Viseu,Oliveira de Frades,Arca,Agregação,União das freguesias de Arca e Varzielas
Viseu,Oliveira de Frades,Varzielas,Agregação,União das freguesias de Arca e Varzielas
Viseu,Oliveira de Frades,Destriz,Agregação,União das freguesias de Destriz e Reigoso
Viseu,Oliveira de Frades,Reigoso,Agregação,União das freguesias de Destriz e Reigoso
Viseu,Oliveira de Frades,Oliveira de Frades,Agregação,"União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães"
Viseu,Oliveira de Frades,Souto de Lafões,Agregação,"União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães"
Viseu,Oliveira de Frades,Sejães,Agregação,"União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães"
Viseu,Penalva do Castelo,Castelo de Penalva,Sem alteração,Castelo de Penalva
Viseu,Penalva do Castelo,Esmolfe,Sem alteração,Esmolfe
Viseu,Penalva do Castelo,Germil,Sem alteração,Germil
Viseu,Penalva do Castelo,Ínsua,Sem alteração,Ínsua
Viseu,Penalva do Castelo,Lusinde,Sem alteração,Lusinde
Viseu,Penalva do Castelo,Pindo,Sem alteração,Pindo
Viseu,Penalva do Castelo,Real,Sem alteração,Real
Viseu,Penalva do Castelo,Sezures,Sem alteração,Sezures
Viseu,Penalva do Castelo,Trancozelos,Sem alteração,Trancozelos
Viseu,Penalva do Castelo,Antas,Agregação,União das freguesias de Antas e Matela
Viseu,Penalva do Castelo,Matela,Agregação,União das freguesias de Antas e Matela
Viseu,Penalva do Castelo,Vila Cova do Covelo,Agregação,União das freguesias de Vila Cova do Covelo/Mareco
Viseu,Penalva do Castelo,Mareco,Agregação,União das freguesias de Vila Cova do Covelo/Mareco
Viseu,Penedono,Beselga,Sem alteração,Beselga
Viseu,Penedono,Castainço,Sem alteração,Castainço
Viseu,Penedono,Penela da Beira,Sem alteração,Penela da Beira
Viseu,Penedono,Póvoa de Penela,Sem alteração,Póvoa de Penela
Viseu,Penedono,Souto,Sem alteração,Souto
Viseu,Penedono,Antas,Agregação,União das freguesias de Antas e Ourozinho
Viseu,Penedono,Ourozinho,Agregação,União das freguesias de Antas e Ourozinho
Viseu,Penedono,Penedono,Agregação,União das freguesias de Penedono e Granja
Viseu,Penedono,Granja,Agregação,União das freguesias de Penedono e Granja
Viseu,Resende,Barrô,Sem alteração,Barrô
Viseu,Resende,Cárquere,Sem alteração,Cárquere
Viseu,Resende,Paus,Sem alteração,Paus
Viseu,Resende,Resende,Sem alteração,Resende
Viseu,Resende,São Cipriano,Sem alteração,São Cipriano
Viseu,Resende,São João de Fontoura,Sem alteração,São João de Fontoura
Viseu,Resende,São Martinho de Mouros,Sem alteração,São Martinho de Mouros
Viseu,Resende,Anreade,Agregação,União das freguesias de Anreade e São Romão de Aregos
Viseu,Resende,São Romão de Aregos,Agregação,União das freguesias de Anreade e São Romão de Aregos
Viseu,Resende,Felgueiras,Agregação,União das freguesias de Felgueiras e Feirão
Viseu,Resende,Feirão,Agregação,União das freguesias de Felgueiras e Feirão
Viseu,Resende,Freigil,Agregação,União das freguesias de Freigil e Miomães
Viseu,Resende,Miomães,Agregação,União das freguesias de Freigil e Miomães
Viseu,Resende,Ovadas,Agregação,União das freguesias de Ovadas e Panchorra
Viseu,Resende,Panchorra,Agregação,União das freguesias de Ovadas e Panchorra
Viseu,Santa Comba Dão,Pinheiro de Ázere,Sem alteração,Pinheiro de Ázere
Viseu,Santa Comba Dão,São Joaninho,Sem alteração,São Joaninho
Viseu,Santa Comba Dão,São João de Areias,Sem alteração,São João de Areias
Viseu,Santa Comba Dão,Ovoa,Agregação,União das freguesias de Ovoa e Vimieiro
Viseu,Santa Comba Dão,Vimieiro,Agregação,União das freguesias de Ovoa e Vimieiro
Viseu,Santa Comba Dão,Santa Comba Dão,Agregação,União das freguesias de Santa Comba Dão e Couto do Mosteiro
Viseu,Santa Comba Dão,Couto do Mosteiro,Agregação,União das freguesias de Santa Comba Dão e Couto do Mosteiro
Viseu,Santa Comba Dão,Treixedo,Agregação,União das freguesias de Treixedo e Nagozela
Viseu,Santa Comba Dão,Nagozela,Agregação,União das freguesias de Treixedo e Nagozela
Viseu,São João da Pesqueira,Castanheiro do Sul,Sem alteração,Castanheiro do Sul
Viseu,São João da Pesqueira,Ervedosa do Douro,Sem alteração,Ervedosa do Douro
Viseu,São João da Pesqueira,Nagozelo do Douro,Sem alteração,Nagozelo do Douro
Viseu,São João da Pesqueira,Paredes da Beira,Sem alteração,Paredes da Beira
Viseu,São João da Pesqueira,Riodades,Sem alteração,Riodades
Viseu,São João da Pesqueira,Soutelo do Douro,Sem alteração,Soutelo do Douro
Viseu,São João da Pesqueira,Vale de Figueira,Sem alteração,Vale de Figueira
Viseu,São João da Pesqueira,Valongo dos Azeites,Sem alteração,Valongo dos Azeites
Viseu,São João da Pesqueira,São João da Pesqueira,Agregação,União das freguesias de São João da Pesqueira e Várzea de Trevões
Viseu,São João da Pesqueira,Várzea de Trevões,Agregação,União das freguesias de São João da Pesqueira e Várzea de Trevões
Viseu,São João da Pesqueira,Trevões,Agregação,União das freguesias de Trevões e Espinhosa
Viseu,São João da Pesqueira,Espinhosa,Agregação,União das freguesias de Trevões e Espinhosa
Viseu,São João da Pesqueira,Vilarouco,Agregação,União das freguesias de Vilarouco e Pereiros
Viseu,São João da Pesqueira,Pereiros,Agregação,União das freguesias de Vilarouco e Pereiros
Viseu,São Pedro do Sul,Bordonhos,Sem alteração,Bordonhos
Viseu,São Pedro do Sul,Figueiredo de Alva,Sem alteração,Figueiredo de Alva
Viseu,São Pedro do Sul,Manhouce,Sem alteração,Manhouce
Viseu,São Pedro do Sul,Pindelo dos Milagres,Sem alteração,Pindelo dos Milagres
Viseu,São Pedro do Sul,Pinho,Sem alteração,Pinho
Viseu,São Pedro do Sul,São Félix,Sem alteração,São Félix
Viseu,São Pedro do Sul,Serrazes,Sem alteração,Serrazes
Viseu,São Pedro do Sul,Sul,Sem alteração,Sul
Viseu,São Pedro do Sul,Valadares,Sem alteração,Valadares
Viseu,São Pedro do Sul,Vila Maior,Sem alteração,Vila Maior
Viseu,São Pedro do Sul,Carvalhais,Agregação,União das freguesias de Carvalhais e Candal
Viseu,São Pedro do Sul,Candal,Agregação,União das freguesias de Carvalhais e Candal
Viseu,São Pedro do Sul,Santa Cruz da Trapa,Agregação,União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões
Viseu,São Pedro do Sul,São Cristóvão de Lafões,Agregação,União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões
Viseu,São Pedro do Sul,São Martinho das Moitas,Agregação,União das freguesias de São Martinho das Moitas e Covas do Rio
Viseu,São Pedro do Sul,Covas do Rio,Agregação,União das freguesias de São Martinho das Moitas e Covas do Rio
Viseu,São Pedro do Sul,São Pedro do Sul,Agregação,"União das freguesias de São Pedro do Sul, Várzea e Baiões"
Viseu,São Pedro do Sul,Várzea,Agregação,"União das freguesias de São Pedro do Sul, Várzea e Baiões"
Viseu,São Pedro do Sul,Baiões,Agregação,"União das freguesias de São Pedro do Sul, Várzea e Baiões"
Viseu,Sátão,Avelal,Sem alteração,Avelal
Viseu,Sátão,Ferreira de Aves,Sem alteração,Ferreira de Aves
Viseu,Sátão,Mioma,Sem alteração,Mioma
Viseu,Sátão,Rio de Moinhos,Sem alteração,Rio de Moinhos
Viseu,Sátão,São Miguel de Vila Boa,Sem alteração,São Miguel de Vila Boa
Viseu,Sátão,Sátão,Sem alteração,Sátão
Viseu,Sátão,Silvã de Cima,Sem alteração,Silvã de Cima
Viseu,Sátão,Águas Boas,Agregação,União das freguesias de Águas Boas e Forles
Viseu,Sátão,Forles,Agregação,União das freguesias de Águas Boas e Forles
Viseu,Sátão,Romãs,Agregação,"União das freguesias de Romãs, Decermilo e Vila Longa"
Viseu,Sátão,Decermilo,Agregação,"União das freguesias de Romãs, Decermilo e Vila Longa"
Viseu,Sátão,Vila Longa,Agregação,"União das freguesias de Romãs, Decermilo e Vila Longa"
Viseu,Sernancelhe,Arnas,Sem alteração,Arnas
Viseu,Sernancelhe,Carregal,Sem alteração,Carregal
Viseu,Sernancelhe,Chosendo,Sem alteração,Chosendo
Viseu,Sernancelhe,Cunha,Sem alteração,Cunha
Viseu,Sernancelhe,Faia,Sem alteração,Faia
Viseu,Sernancelhe,Granjal,Sem alteração,Granjal
Viseu,Sernancelhe,Lamosa,Sem alteração,Lamosa
Viseu,Sernancelhe,Quintela,Sem alteração,Quintela
Viseu,Sernancelhe,Vila da Ponte,Sem alteração,Vila da Ponte
Viseu,Sernancelhe,Ferreirim,Agregação,União das freguesias de Ferreirim e Macieira
Viseu,Sernancelhe,Macieira,Agregação,União das freguesias de Ferreirim e Macieira
Viseu,Sernancelhe,Fonte Arcada,Agregação,União das freguesias de Fonte Arcada e Escurquela
Viseu,Sernancelhe,Escurquela,Agregação,União das freguesias de Fonte Arcada e Escurquela
Viseu,Sernancelhe,Penso,Agregação,União das freguesias de Penso e Freixinho
Viseu,Sernancelhe,Freixinho,Agregação,União das freguesias de Penso e Freixinho
Viseu,Sernancelhe,Sernancelhe,Agregação,União das freguesias de Sernancelhe e Sarzeda
Viseu,Sernancelhe,Sarzeda,Agregação,União das freguesias de Sernancelhe e Sarzeda
Viseu,Tabuaço,Adorigo,Sem alteração,Adorigo
Viseu,Tabuaço,Arcos,Sem alteração,Arcos
Viseu,Tabuaço,Chavães,Sem alteração,Chavães
Viseu,Tabuaço,Desejosa,Sem alteração,Desejosa
Viseu,Tabuaço,Granja do Tedo,Sem alteração,Granja do Tedo
Viseu,Tabuaço,Longra,Sem alteração,Longa
Viseu,Tabuaço,Sendim,Sem alteração,Sendim
Viseu,Tabuaço,Tabuaço,Sem alteração,Tabuaço
Viseu,Tabuaço,Valença do Douro,Sem alteração,Valença do Douro
Viseu,Tabuaço,Barcos,Agregação,União das freguesias de Barcos e Santa Leocádia
Viseu,Tabuaço,Santa Leocádia,Agregação,União das freguesias de Barcos e Santa Leocádia
Viseu,Tabuaço,Paradela,Agregação,União das freguesias de Paradela e Granjinha
Viseu,Tabuaço,Granjinha,Agregação,União das freguesias de Paradela e Granjinha
Viseu,Tabuaço,Pinheiros,Agregação,União das freguesias de Pinheiros e Vale de Figueira
Viseu,Tabuaço,Vale de Figueira,Agregação,União das freguesias de Pinheiros e Vale de Figueira
Viseu,Tabuaço,Távora,Agregação,União das freguesias de Távora e Pereiro
Viseu,Tabuaço,Pereiro,Agregação,União das freguesias de Távora e Pereiro
Viseu,Tarouca,Mondim da Beira,Sem alteração,Mondim da Beira
Viseu,Tarouca,Salzedas,Sem alteração,Salzedas
Viseu,Tarouca,São João de Tarouca,Sem alteração,São João de Tarouca
Viseu,Tarouca,Várzea da Serra,Sem alteração,Várzea da Serra
Viseu,Tarouca,Gouviães,Agregação,União das freguesias de Gouviães e Ucanha
Viseu,Tarouca,Ucanha,Agregação,União das freguesias de Gouviães e Ucanha
Viseu,Tarouca,Granja Nova,Agregação,União das freguesias de Granja Nova e Vila Chã da Beira
Viseu,Tarouca,Vila Chã da Beira,Agregação,União das freguesias de Granja Nova e Vila Chã da Beira
Viseu,Tarouca,Tarouca,Agregação,União das freguesias de Tarouca e Dálvares
Viseu,Tarouca,Dálvares,Agregação,União das freguesias de Tarouca e Dálvares
Viseu,Tondela,Campo de Besteiros,Sem alteração,Campo de Besteiros
Viseu,Tondela,Canas de Santa Maria,Sem alteração,Canas de Santa Maria
Viseu,Tondela,Castelões,Sem alteração,Castelões
Viseu,Tondela,Dardavaz,Sem alteração,Dardavaz
Viseu,Tondela,Ferreirós do Dão,Sem alteração,Ferreirós do Dão
Viseu,Tondela,Guardão,Sem alteração,Guardão
Viseu,Tondela,Lajeosa,Sem alteração,Lajeosa do Dão
Viseu,Tondela,Lobão da Beira,Sem alteração,Lobão da Beira
Viseu,Tondela,Molelos,Sem alteração,Molelos
Viseu,Tondela,Parada de Gonta,Sem alteração,Parada de Gonta
Viseu,Tondela,Santiago de Besteiros,Sem alteração,Santiago de Besteiros
Viseu,Tondela,Tonda,Sem alteração,Tonda
Viseu,Tondela,Barreiro de Besteiros,Agregação,União das freguesias de Barreiro de Besteiros e Tourigo
Viseu,Tondela,Tourigo,Agregação,União das freguesias de Barreiro de Besteiros e Tourigo
Viseu,Tondela,Caparrosa,Agregação,União das freguesias de Caparrosa e Silvares
Viseu,Tondela,Silvares,Agregação,União das freguesias de Caparrosa e Silvares
Viseu,Tondela,Mouraz,Agregação,União das freguesias de Mouraz e Vila Nova da Rainha
Viseu,Tondela,Vila Nova da Rainha,Agregação,União das freguesias de Mouraz e Vila Nova da Rainha
Viseu,Tondela,São João do Monte,Agregação,União das freguesias de São João do Monte e Mosteirinho
Viseu,Tondela,Mosteirinho,Agregação,União das freguesias de São João do Monte e Mosteirinho
Viseu,Tondela,São Miguel do Outeiro,Agregação,União das freguesias de São Miguel do Outeiro e Sabugosa
Viseu,Tondela,Sabugosa,Agregação,União das freguesias de São Miguel do Outeiro e Sabugosa
Viseu,Tondela,Tondela,Agregação,União das freguesias de Tondela e Nandufe
Viseu,Tondela,Nandufe,Agregação,União das freguesias de Tondela e Nandufe
Viseu,Tondela,Vilar de Besteiros,Agregação,União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas
Viseu,Tondela,Mosteiro de Fráguas,Agregação,União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas
Viseu,Vila Nova de Paiva,Pendilhe,Sem alteração,Pendilhe
Viseu,Vila Nova de Paiva,Queiriga,Sem alteração,Queiriga
Viseu,Vila Nova de Paiva,Touro,Sem alteração,Touro
Viseu,Vila Nova de Paiva,Vila Cova à Coelheira,Sem alteração,Vila Cova à Coelheira
Viseu,Vila Nova de Paiva,Vila Nova de Paiva,Agregação,"União das freguesias de Vila Nova de Paiva, Alhais e Fráguas"
Viseu,Vila Nova de Paiva,Alhais,Agregação,"União das freguesias de Vila Nova de Paiva, Alhais e Fráguas"
Viseu,Vila Nova de Paiva,Fráguas,Agregação,"União das freguesias de Vila Nova de Paiva, Alhais e Fráguas"
Viseu,Viseu,Abraveses,Sem alteração,Abraveses
Viseu,Viseu,Bodiosa,Sem alteração,Bodiosa
Viseu,Viseu,Calde,Sem alteração,Calde
Viseu,Viseu,Campo,Sem alteração,Campo
Viseu,Viseu,Cavernães,Sem alteração,Cavernães
Viseu,Viseu,Cota,Sem alteração,Cota
Viseu,Viseu,Fragosela,Sem alteração,Fragosela
Viseu,Viseu,Lordosa,Sem alteração,Lordosa
Viseu,Viseu,Silgueiros,Sem alteração,Silgueiros
Viseu,Viseu,Mundão,Sem alteração,Mundão
Viseu,Viseu,Orgens,Sem alteração,Orgens
Viseu,Viseu,Povolide,Sem alteração,Povolide
Viseu,Viseu,Ranhados,Sem alteração,Ranhados
Viseu,Viseu,Ribafeita,Sem alteração,Ribafeita
Viseu,Viseu,Rio de Loba,Sem alteração,Rio de Loba
Viseu,Viseu,Santos Evos,Sem alteração,Santos Evos
Viseu,Viseu,São João de Lourosa,Sem alteração,São João de Lourosa
Viseu,Viseu,São Pedro de France,Sem alteração,São Pedro de France
Viseu,Viseu,Cepões,Agregação,União das freguesias de Barreiros e Cepões
Viseu,Viseu,Barreiros,Agregação,União das freguesias de Barreiros e Cepões
Viseu,Viseu,Torredeita,Agregação,"União das freguesias de Boa Aldeia, Farminhão e Torredeita"
Viseu,Viseu,Boa Aldeia,Agregação,"União das freguesias de Boa Aldeia, Farminhão e Torredeita"
Viseu,Viseu,Farminhão,Agregação,"União das freguesias de Boa Aldeia, Farminhão e Torredeita"
Viseu,Viseu,Couto de Cima,Agregação,União das freguesias de Couto de Baixo e Couto de Cima
Viseu,Viseu,Couto de Baixo,Agregação,União das freguesias de Couto de Baixo e Couto de Cima
Viseu,Viseu,Vila Chã de Sá,Agregação,União das freguesias de Faíl e Vila Chã de Sá
Viseu,Viseu,Fail,Agregação,União das freguesias de Faíl e Vila Chã de Sá
Viseu,Viseu,Repeses,Agregação,União das freguesias de Repeses e São Salvador
