Distrito/Ilha,Concelho,Freguesia Pré RATF,Alteração RATF,Freguesia Final (Pós RATF)
Viseu,Viseu,São Salvador,Agregação,União das freguesias de Repeses e São Salvador
Viseu,Viseu,São Cipriano,Agregação,União das freguesias de São Cipriano e Vil de Souto
Viseu,Viseu,Vil de Souto,Agregação,União das freguesias de São Cipriano e Vil de Souto
Viseu,Viseu,Viseu (Coração de Jesus),Agregação,União das freguesias de Viseu
Viseu,Viseu,Viseu (Santa Maria de Viseu),Agregação,União das freguesias de Viseu
Viseu,Viseu,Viseu (São José),Agregação,União das freguesias de Viseu
Viseu,Vouzela,Alcofra,Sem alteração,Alcofra
Viseu,Vouzela,Campia,Sem alteração,Campia
Viseu,Vouzela,Fornelo do Monte,Sem alteração,Fornelo do Monte
Viseu,Vouzela,Queirã,Sem alteração,Queirã
Viseu,Vouzela,São Miguel do Mato,Sem alteração,São Miguel do Mato
Viseu,Vouzela,Ventosa,Sem alteração,Ventosa
Viseu,Vouzela,Cambra,Agregação,União das freguesias de Cambra e Carvalhal de Vermilhas
Viseu,Vouzela,Carvalhal de Vermilhas,Agregação,União das freguesias de Cambra e Carvalhal de Vermilhas
Viseu,Vouzela,Fataunços,Agregação,União das freguesias de Fataunços e Figueiredo das Donas
Viseu,Vouzela,Figueiredo das Donas,Agregação,União das freguesias de Fataunços e Figueiredo das Donas
Viseu,Vouzela,Vouzela,Agregação,União das freguesias de Vouzela e Paços de Vilharigues
Viseu,Vouzela,Paços de Vilharigues,Agregação,União das freguesias de Vouzela e Paços de Vilharigues
Ilha da Madeira,Calheta (R.A.M.),Arco da Calheta,Não abrangida pela RATF,Arco da Calheta
Ilha da Madeira,Calheta (R.A.M.),Calheta (R.A.Madeira),Não abrangida pela RATF,Calheta (R.A.Madeira)
Ilha da Madeira,Calheta (R.A.M.),Estreito da Calheta,Não abrangida pela RATF,Estreito da Calheta
Ilha da Madeira,Calheta (R.A.M.),Fajã da Ovelha,Não abrangida pela RATF,Fajã da Ovelha
Ilha da Madeira,Calheta (R.A.M.),Jardim do Mar,Não abrangida pela RATF,Jardim do Mar
Ilha da Madeira,Calheta (R.A.M.),Paul do Mar,Não abrangida pela RATF,Paul do Mar
Ilha da Madeira,Calheta (R.A.M.),Ponta do Pargo,Não abrangida pela RATF,Ponta do Pargo
Ilha da Madeira,Calheta (R.A.M.),Prazeres,Não abrangida pela RATF,Prazeres
Ilha da Madeira,Câmara de Lobos,Câmara de Lobos,Não abrangida pela RATF,Câmara de Lobos
Ilha da Madeira,Câmara de Lobos,Curral das Freiras,Não abrangida pela RATF,Curral das Freiras
Ilha da Madeira,Câmara de Lobos,Estreito de Câmara de Lobos,Não abrangida pela RATF,Estreito de Câmara de Lobos
Ilha da Madeira,Câmara de Lobos,Jardim da Serra,Não abrangida pela RATF,Jardim da Serra
Ilha da Madeira,Câmara de Lobos,Quinta Grande,Não abrangida pela RATF,Quinta Grande
Ilha da Madeira,Funchal,Funchal (Santa Luzia),Não abrangida pela RATF,Funchal (Santa Luzia)
Ilha da Madeira,Funchal,Funchal (Santa Maria Maior),Não abrangida pela RATF,Funchal (Santa Maria Maior)
Ilha da Madeira,Funchal,Funchal (São Pedro),Não abrangida pela RATF,Funchal (São Pedro)
Ilha da Madeira,Funchal,Funchal (Sé),Não abrangida pela RATF,Funchal (Sé)
Ilha da Madeira,Funchal,Imaculado Coração de Maria,Não abrangida pela RATF,Imaculado Coração de Maria
Ilha da Madeira,Funchal,Monte,Não abrangida pela RATF,Monte
Ilha da Madeira,Funchal,Santo António,Não abrangida pela RATF,Santo António
Ilha da Madeira,Funchal,São Gonçalo,Não abrangida pela RATF,São Gonçalo
Ilha da Madeira,Funchal,São Martinho,Não abrangida pela RATF,São Martinho
Ilha da Madeira,Funchal,São Roque,Não abrangida pela RATF,São Roque
Ilha da Madeira,Machico,Água de Pena,Não abrangida pela RATF,Água de Pena
Ilha da Madeira,Machico,Caniçal,Não abrangida pela RATF,Caniçal
Ilha da Madeira,Machico,Machico,Não abrangida pela RATF,Machico
Ilha da Madeira,Machico,Porto da Cruz,Não abrangida pela RATF,Porto da Cruz
Ilha da Madeira,Machico,Santo António da Serra,Não abrangida pela RATF,Santo António da Serra
Ilha da Madeira,Ponta do Sol,Canhas,Não abrangida pela RATF,Canhas
Ilha da Madeira,Ponta do Sol,Madalena do Mar,Não abrangida pela RATF,Madalena do Mar
Ilha da Madeira,Ponta do Sol,Ponta do Sol,Não abrangida pela RATF,Ponta do Sol
Ilha da Madeira,Porto Moniz,Achadas da Cruz,Não abrangida pela RATF,Achadas da Cruz
Ilha da Madeira,Porto Moniz,Porto Moniz,Não abrangida pela RATF,Porto Moniz
Ilha da Madeira,Porto Moniz,Ribeira da Janela,Não abrangida pela RATF,Ribeira da Janela
Ilha da Madeira,Porto Moniz,Seixal,Não abrangida pela RATF,Seixal
Ilha da Madeira,Ribeira Brava,Campanário,Não abrangida pela RATF,Campanário
Ilha da Madeira,Ribeira Brava,Ribeira Brava,Não abrangida pela RATF,Ribeira Brava
Ilha da Madeira,Ribeira Brava,Serra de Água,Não abrangida pela RATF,Serra de Água
Ilha da Madeira,Ribeira Brava,Tábua,Não abrangida pela RATF,Tábua
Ilha da Madeira,Santa Cruz,Camacha,Não abrangida pela RATF,Camacha
Ilha da Madeira,Santa Cruz,Caniço,Não abrangida pela RATF,Caniço
Ilha da Madeira,Santa Cruz,Gaula,Não abrangida pela RATF,Gaula
Ilha da Madeira,Santa Cruz,Santa Cruz,Não abrangida pela RATF,Santa Cruz
Ilha da Madeira,Santa Cruz,Santo António da Serra,Não abrangida pela RATF,Santo António da Serra
Ilha da Madeira,Santana,Arco de São Jorge,Não abrangida pela RATF,Arco de São Jorge
Ilha da Madeira,Santana,Faial,Não abrangida pela RATF,Faial
Ilha da Madeira,Santana,Ilha,Não abrangida pela RATF,Ilha
Ilha da Madeira,Santana,Santana,Não abrangida pela RATF,Santana
Ilha da Madeira,Santana,São Jorge,Não abrangida pela RATF,São Jorge
Ilha da Madeira,Santana,São Roque do Faial,Não abrangida pela RATF,São Roque do Faial
Ilha da Madeira,São Vicente,Boa Ventura,Não abrangida pela RATF,Boa Ventura
Ilha da Madeira,São Vicente,Ponta Delgada,Não abrangida pela RATF,Ponta Delgada
Ilha da Madeira,São Vicente,São Vicente,Não abrangida pela RATF,São Vicente
Ilha de Porto Santo,Porto Santo,Porto Santo,Não abrangida pela RATF,Porto Santo
Ilha da Graciosa,Santa Cruz da Graciosa,Guadalupe (R.A.Açores),Não abrangida pela RATF,Guadalupe (R.A.Açores)
Ilha da Graciosa,Santa Cruz da Graciosa,Luz (R.A.Açores),Não abrangida pela RATF,Luz (R.A.Açores)
Ilha da Graciosa,Santa Cruz da Graciosa,Praia (São Mateus) (R.A.Açores),Não abrangida pela RATF,Praia (São Mateus) (R.A.Açores)
Ilha da Graciosa,Santa Cruz da Graciosa,Santa Cruz da Graciosa (R.A.Açores),Não abrangida pela RATF,Santa Cruz da Graciosa (R.A.Açores)
Ilha das Flores,Lajes das Flores,Fajã Grande,Não abrangida pela RATF,Fajã Grande
Ilha das Flores,Lajes das Flores,Fajãzinha,Não abrangida pela RATF,Fajãzinha
Ilha das Flores,Lajes das Flores,Fazenda,Não abrangida pela RATF,Fazenda
Ilha das Flores,Lajes das Flores,Lajedo,Não abrangida pela RATF,Lajedo
Ilha das Flores,Lajes das Flores,Lajes das Flores,Não abrangida pela RATF,Lajes das Flores
Ilha das Flores,Lajes das Flores,Lomba,Não abrangida pela RATF,Lomba
Ilha das Flores,Lajes das Flores,Mosteiro,Não abrangida pela RATF,Mosteiro
Ilha das Flores,Santa Cruz das Flores,Caveira,Não abrangida pela RATF,Caveira
Ilha das Flores,Santa Cruz das Flores,Cedros,Não abrangida pela RATF,Cedros
Ilha das Flores,Santa Cruz das Flores,Ponta Delgada,Não abrangida pela RATF,Ponta Delgada
Ilha das Flores,Santa Cruz das Flores,Santa Cruz das Flores,Não abrangida pela RATF,Santa Cruz das Flores
Ilha de Santa Maria,Vila do Porto,Almagreira,Não abrangida pela RATF,Almagreira
Ilha de Santa Maria,Vila do Porto,Santa Bárbara,Não abrangida pela RATF,Santa Bárbara
Ilha de Santa Maria,Vila do Porto,Santo Espírito,Não abrangida pela RATF,Santo Espírito
Ilha de Santa Maria,Vila do Porto,São Pedro,Não abrangida pela RATF,São Pedro
Ilha de Santa Maria,Vila do Porto,Vila do Porto,Não abrangida pela RATF,Vila do Porto
Ilha de São Jorge,Calheta (R.A.A.),Calheta (R.A.Açores),Não abrangida pela RATF,Calheta (R.A.Açores)
Ilha de São Jorge,Calheta (R.A.A.),Norte Pequeno (R.A.Açores),Não abrangida pela RATF,Norte Pequeno (R.A.Açores)
Ilha de São Jorge,Calheta (R.A.A.),Ribeira Seca (R.A.Açores),Não abrangida pela RATF,Ribeira Seca (R.A.Açores)
Ilha de São Jorge,Calheta (R.A.A.),Santo Antão (R.A.Açores),Não abrangida pela RATF,Santo Antão (R.A.Açores)
Ilha de São Jorge,Calheta (R.A.A.),Topo (Nossa Senhora do Rosário)(R.A.Açores),Não abrangida pela RATF,Topo (Nossa Senhora do Rosário)(R.A.Açores)
Ilha de São Jorge,Velas,Manadas (Santa Bárbara)(R.A.Açores),Não abrangida pela RATF,Manadas (Santa Bárbara)(R.A.Açores)
Ilha de São Jorge,Velas,Norte Grande (Neves) (R.A.Açores),Não abrangida pela RATF,Norte Grande (Neves) (R.A.Açores)
Ilha de São Jorge,Velas,Rosais (R.A.Açores),Não abrangida pela RATF,Rosais (R.A.Açores)
Ilha de São Jorge,Velas,Santo Amaro (R.A.Açores),Não abrangida pela RATF,Santo Amaro (R.A.Açores)
Ilha de São Jorge,Velas,Urzelina (São Mateus) (R.A.Açores),Não abrangida pela RATF,Urzelina (São Mateus) (R.A.Açores)
Ilha de São Jorge,Velas,Velas (São Jorge) (R.A.Açores),Não abrangida pela RATF,Velas (São Jorge) (R.A.Açores)
Ilha de São Miguel,Lagoa (R.A.A),Água de Pau,Não abrangida pela RATF,Água de Pau
Ilha de São Miguel,Lagoa (R.A.A),Cabouco,Não abrangida pela RATF,Cabouco
Ilha de São Miguel,Lagoa (R.A.A),Lagoa (Nossa Senhora do Rosário),Não abrangida pela RATF,Lagoa (Nossa Senhora do Rosário)
Ilha de São Miguel,Lagoa (R.A.A),Lagoa (Santa Cruz),Não abrangida pela RATF,Lagoa (Santa Cruz)
Ilha de São Miguel,Lagoa (R.A.A),Ribeira Chã,Não abrangida pela RATF,Ribeira Chã
Ilha de São Miguel,Nordeste,Achada,Não abrangida pela RATF,Achada
Ilha de São Miguel,Nordeste,Achadinha,Não abrangida pela RATF,Achadinha
Ilha de São Miguel,Nordeste,Algarvia,Não abrangida pela RATF,Algarvia
Ilha de São Miguel,Nordeste,Lomba da Fazenda,Não abrangida pela RATF,Lomba da Fazenda
Ilha de São Miguel,Nordeste,Nordeste,Não abrangida pela RATF,Nordeste
Ilha de São Miguel,Nordeste,Salga,Não abrangida pela RATF,Salga
Ilha de São Miguel,Nordeste,Santana,Não abrangida pela RATF,Santana
Ilha de São Miguel,Nordeste,Santo António de Nordestinho,Não abrangida pela RATF,Santo António de Nordestinho
Ilha de São Miguel,Nordeste,São Pedro de Nordestinho,Não abrangida pela RATF,São Pedro de Nordestinho
Ilha de São Miguel,Ponta Delgada,Ajuda da Bretanha,Não abrangida pela RATF,Ajuda da Bretanha
Ilha de São Miguel,Ponta Delgada,Arrifes,Não abrangida pela RATF,Arrifes
Ilha de São Miguel,Ponta Delgada,Candelária,Não abrangida pela RATF,Candelária
Ilha de São Miguel,Ponta Delgada,Capelas,Não abrangida pela RATF,Capelas
Ilha de São Miguel,Ponta Delgada,Covoada,Não abrangida pela RATF,Covoada
Ilha de São Miguel,Ponta Delgada,Fajã de Baixo,Não abrangida pela RATF,Fajã de Baixo
Ilha de São Miguel,Ponta Delgada,Fajã de Cima,Não abrangida pela RATF,Fajã de Cima
Ilha de São Miguel,Ponta Delgada,Fenais da Luz,Não abrangida pela RATF,Fenais da Luz
Ilha de São Miguel,Ponta Delgada,Feteiras,Não abrangida pela RATF,Feteiras
Ilha de São Miguel,Ponta Delgada,Ginetes,Não abrangida pela RATF,Ginetes
Ilha de São Miguel,Ponta Delgada,Mosteiros,Não abrangida pela RATF,Mosteiros
Ilha de São Miguel,Ponta Delgada,Pilar da Bretanha,Não abrangida pela RATF,Pilar da Bretanha
Ilha de São Miguel,Ponta Delgada,Ponta Delgada (São José),Não abrangida pela RATF,Ponta Delgada (São José)
Ilha de São Miguel,Ponta Delgada,Ponta Delgada (São Pedro),Não abrangida pela RATF,Ponta Delgada (São Pedro)
Ilha de São Miguel,Ponta Delgada,Ponta Delgada (São Sebastião),Não abrangida pela RATF,Ponta Delgada (São Sebastião)
Ilha de São Miguel,Ponta Delgada,Relva,Não abrangida pela RATF,Relva
Ilha de São Miguel,Ponta Delgada,Remédios,Não abrangida pela RATF,Remédios
Ilha de São Miguel,Ponta Delgada,Rosto do Cão (Livramento),Não abrangida pela RATF,Rosto do Cão (Livramento)
Ilha de São Miguel,Ponta Delgada,Rosto do Cão (São Roque),Não abrangida pela RATF,Rosto do Cão (São Roque)
Ilha de São Miguel,Ponta Delgada,Santa Bárbara,Não abrangida pela RATF,Santa Bárbara
Ilha de São Miguel,Ponta Delgada,Santa Clara,Não abrangida pela RATF,Santa Clara
Ilha de São Miguel,Ponta Delgada,Santo António,Não abrangida pela RATF,Santo António
Ilha de São Miguel,Ponta Delgada,São Vicente Ferreira,Não abrangida pela RATF,São Vicente Ferreira
Ilha de São Miguel,Ponta Delgada,Sete Cidades,Não abrangida pela RATF,Sete Cidades
Ilha de São Miguel,Povoação,Água Retorta,Não abrangida pela RATF,Água Retorta
Ilha de São Miguel,Povoação,Faial da Terra,Não abrangida pela RATF,Faial da Terra
Ilha de São Miguel,Povoação,Furnas,Não abrangida pela RATF,Furnas
Ilha de São Miguel,Povoação,Nossa Senhora dos Remédios,Não abrangida pela RATF,Nossa Senhora dos Remédios
Ilha de São Miguel,Povoação,Povoação,Não abrangida pela RATF,Povoação
Ilha de São Miguel,Povoação,Ribeira Quente,Não abrangida pela RATF,Ribeira Quente
Ilha de São Miguel,Ribeira Grande,Calhetas,Não abrangida pela RATF,Calhetas
Ilha de São Miguel,Ribeira Grande,Fenais da Ajuda,Não abrangida pela RATF,Fenais da Ajuda
Ilha de São Miguel,Ribeira Grande,Lomba da Maia,Não abrangida pela RATF,Lomba da Maia
Ilha de São Miguel,Ribeira Grande,Lomba de São Pedro,Não abrangida pela RATF,Lomba de São Pedro
Ilha de São Miguel,Ribeira Grande,Maia,Não abrangida pela RATF,Maia
Ilha de São Miguel,Ribeira Grande,Pico da Pedra,Não abrangida pela RATF,Pico da Pedra
Ilha de São Miguel,Ribeira Grande,Porto Formoso,Não abrangida pela RATF,Porto Formoso
Ilha de São Miguel,Ribeira Grande,Rabo de Peixe,Não abrangida pela RATF,Rabo de Peixe
Ilha de São Miguel,Ribeira Grande,Ribeira Grande (Conceição),Não abrangida pela RATF,Ribeira Grande (Conceição)
Ilha de São Miguel,Ribeira Grande,Ribeira Grande (Matriz),Não abrangida pela RATF,Ribeira Grande (Matriz)
Ilha de São Miguel,Ribeira Grande,Ribeira Seca,Não abrangida pela RATF,Ribeira Seca
Ilha de São Miguel,Ribeira Grande,Ribeirinha,Não abrangida pela RATF,Ribeirinha
Ilha de São Miguel,Ribeira Grande,Santa Bárbara,Não abrangida pela RATF,Santa Bárbara
Ilha de São Miguel,Ribeira Grande,São Brás,Não abrangida pela RATF,São Brás
Ilha de São Miguel,Vila Franca do Campo,Água de Alto,Não abrangida pela RATF,Água de Alto
Ilha de São Miguel,Vila Franca do Campo,Ponta Garça,Não abrangida pela RATF,Ponta Garça
Ilha de São Miguel,Vila Franca do Campo,Ribeira das Tainhas,Não abrangida pela RATF,Ribeira das Tainhas
Ilha de São Miguel,Vila Franca do Campo,Ribeira Seca,Não abrangida pela RATF,Ribeira Seca
Ilha de São Miguel,Vila Franca do Campo,Vila Franca do Campo (São Miguel),Não abrangida pela RATF,Vila Franca do Campo (São Miguel)
Ilha de São Miguel,Vila Franca do Campo,Vila Franca do Campo (São Pedro),Não abrangida pela RATF,Vila Franca do Campo (São Pedro)
Ilha do Corvo,Corvo,Corvo,Não abrangida pela RATF,Corvo
Ilha do Faial,Horta,Capelo,Não abrangida pela RATF,Capelo
Ilha do Faial,Horta,Castelo Branco,Não abrangida pela RATF,Castelo Branco
Ilha do Faial,Horta,Cedros,Não abrangida pela RATF,Cedros
Ilha do Faial,Horta,Feteira,Não abrangida pela RATF,Feteira
Ilha do Faial,Horta,Flamengos,Não abrangida pela RATF,Flamengos
Ilha do Faial,Horta,Horta (Angústias),Não abrangida pela RATF,Horta (Angústias)
Ilha do Faial,Horta,Horta (Conceição),Não abrangida pela RATF,Horta (Conceição)
Ilha do Faial,Horta,Horta (Matriz),Não abrangida pela RATF,Horta (Matriz)
Ilha do Faial,Horta,Pedro Miguel,Não abrangida pela RATF,Pedro Miguel
Ilha do Faial,Horta,Praia do Almoxarife,Não abrangida pela RATF,Praia do Almoxarife
Ilha do Faial,Horta,Praia do Norte,Não abrangida pela RATF,Praia do Norte
Ilha do Faial,Horta,Ribeirinha,Não abrangida pela RATF,Ribeirinha
Ilha do Faial,Horta,Salão,Não abrangida pela RATF,Salão
Ilha do Pico,Lajes do Pico,Calheta de Nesquim,Não abrangida pela RATF,Calheta de Nesquim
Ilha do Pico,Lajes do Pico,Lajes do Pico,Não abrangida pela RATF,Lajes do Pico
Ilha do Pico,Lajes do Pico,Piedade,Não abrangida pela RATF,Piedade
Ilha do Pico,Lajes do Pico,Ribeiras,Não abrangida pela RATF,Ribeiras
Ilha do Pico,Lajes do Pico,Ribeirinha,Não abrangida pela RATF,Ribeirinha
Ilha do Pico,Lajes do Pico,São João,Não abrangida pela RATF,São João
Ilha do Pico,Madalena,Bandeiras,Não abrangida pela RATF,Bandeiras
Ilha do Pico,Madalena,Candelária,Não abrangida pela RATF,Candelária
Ilha do Pico,Madalena,Criação Velha,Não abrangida pela RATF,Criação Velha
Ilha do Pico,Madalena,Madalena,Não abrangida pela RATF,Madalena
Ilha do Pico,Madalena,São Caetano,Não abrangida pela RATF,São Caetano
Ilha do Pico,Madalena,São Mateus,Não abrangida pela RATF,São Mateus
Ilha do Pico,São Roque do Pico,Prainha,Não abrangida pela RATF,Prainha
Ilha do Pico,São Roque do Pico,Santa Luzia,Não abrangida pela RATF,Santa Luzia
Ilha do Pico,São Roque do Pico,Santo Amaro,Não abrangida pela RATF,Santo Amaro
Ilha do Pico,São Roque do Pico,Santo António,Não abrangida pela RATF,Santo António
Ilha do Pico,São Roque do Pico,São Roque do Pico,Não abrangida pela RATF,São Roque do Pico
Ilha Terceira,Angra do Heroísmo,Altares,Não abrangida pela RATF,Altares
Ilha Terceira,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),Não abrangida pela RATF,Angra (Nossa Senhora da Conceição)
Ilha Terceira,Angra do Heroísmo,Angra (Santa Luzia),Não abrangida pela RATF,Angra (Santa Luzia)
Ilha Terceira,Angra do Heroísmo,Angra (São Pedro),Não abrangida pela RATF,Angra (São Pedro)
Ilha Terceira,Angra do Heroísmo,Angra (Sé),Não abrangida pela RATF,Angra (Sé)
Ilha Terceira,Angra do Heroísmo,Cinco Ribeiras,Não abrangida pela RATF,Cinco Ribeiras
Ilha Terceira,Angra do Heroísmo,Doze Ribeiras,Não abrangida pela RATF,Doze Ribeiras
Ilha Terceira,Angra do Heroísmo,Feteira,Não abrangida pela RATF,Feteira
Ilha Terceira,Angra do Heroísmo,Porto Judeu,Não abrangida pela RATF,Porto Judeu
Ilha Terceira,Angra do Heroísmo,Posto Santo,Não abrangida pela RATF,Posto Santo
Ilha Terceira,Angra do Heroísmo,Raminho,Não abrangida pela RATF,Raminho
Ilha Terceira,Angra do Heroísmo,Ribeirinha,Não abrangida pela RATF,Ribeirinha
Ilha Terceira,Angra do Heroísmo,Santa Bárbara,Não abrangida pela RATF,Santa Bárbara
Ilha Terceira,Angra do Heroísmo,São Bartolomeu de Regatos,Não abrangida pela RATF,São Bartolomeu de Regatos
Ilha Terceira,Angra do Heroísmo,São Bento,Não abrangida pela RATF,São Bento
Ilha Terceira,Angra do Heroísmo,São Mateus da Calheta,Não abrangida pela RATF,São Mateus da Calheta
Ilha Terceira,Angra do Heroísmo,Serreta,Não abrangida pela RATF,Serreta
Ilha Terceira,Angra do Heroísmo,Terra Chã,Não abrangida pela RATF,Terra Chã
Ilha Terceira,Angra do Heroísmo,Vila de São Sebastião,Não abrangida pela RATF,Vila de São Sebastião
Ilha Terceira,Vila da Praia da Vitória,Agualva,Não abrangida pela RATF,Agualva
Ilha Terceira,Vila da Praia da Vitória,Biscoitos,Não abrangida pela RATF,Biscoitos
Ilha Terceira,Vila da Praia da Vitória,Cabo da Praia,Não abrangida pela RATF,Cabo da Praia
